response_id,company_id,survey_year,quarter,country,region,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,ai_adoption_rate,ai_adoption_stage,years_using_ai,ai_primary_tool,num_ai_tools_used,ai_use_case,ai_projects_active,ai_training_hours,ai_budget_percentage,ai_maturity_score,ai_failure_rate,ai_investment_per_employee,regulatory_compliance_score,data_privacy_level,ai_ethics_committee,ai_risk_management_score,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,productivity_change_percent,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,innovation_score,customer_satisfaction,survey_source,data_collection_method
45707,COMP-02857,2025,Q3,South Africa,Africa,Healthcare,Startup,30,2.22,2021,4,0-5 years,37.57,partial,3,ChatGPT,2,Medical Diagnostics,4,31.75,8.13,0.307,24.37,6015.34,70,High,No,59,39.07,6.93,16.21,7.48,6.3,1,1,2,1.6,3.28,46,4.31,Internal Corporate Survey,API Scrape
88625,COMP-05540,2023,Q1,Singapore,Asia,Healthcare,Enterprise,4670,4975.71,2008,15,6-15 years,49.78,partial,5,Gemini,2,Medical Diagnostics,10,39.19,10.98,0.476,12.83,116957.78,62,High,No,69,55.03,6.4,28.91,9.87,13.87,224,313,317,12.08,2.57,67,4.89,WEF Survey,Research Compilation
65696,COMP-04106,2026,Q4,Australia,Oceania,Consulting,Startup,73,48.92,2021,5,0-5 years,45.94,partial,3,ChatGPT,2,Software Development,1,51.64,11.99,0.392,7.2,80373.19,72,High,Yes,67,50.4,6.6,21.83,3.33,15.32,4,4,8,8.05,0.0,57,6.73,WEF Survey,Online Survey
75228,COMP-04702,2025,Q4,South Korea,Asia,Healthcare,Startup,76,41.05,1993,32,30+ years,38.67,partial,8,ChatGPT,1,Medical Diagnostics,2,21.55,10.38,0.262,27.91,56088.43,81,Low,No,54,23.76,5.83,11.63,4.7,7.64,1,4,6,4.09,0.0,53,4.48,LinkedIn Poll,API Scrape
23191,COMP-01450,2024,Q3,Italy,Europe,Technology,Startup,61,1.82,2011,13,6-15 years,21.91,pilot,7,Custom Internal AI,2,HR Automation,0,17.47,9.14,0.195,38.37,2725.99,64,Medium,Yes,68,52.59,5.95,7.38,2.12,0.0,1,1,2,-0.57,6.56,57,4.46,WEF Survey,Research Compilation
147565,COMP-09223,2026,Q1,Canada,North America,Education,SME,895,476.13,1991,35,30+ years,38.76,partial,9,ChatGPT,2,Marketing Automation,6,21.66,10.28,0.327,25.47,54710.31,52,High,Yes,64,57.44,5.41,23.53,6.93,3.13,52,42,29,-3.38,4.21,52,3.66,LinkedIn Poll,Research Compilation
21689,COMP-01356,2025,Q1,India,Asia,Agriculture,Startup,99,22.77,1992,33,30+ years,2.07,none,0,Other,1,Supply Chain Optimization,0,0.0,1.85,0.025,39.12,4247.98,65,Medium,No,51,3.25,4.67,12.45,3.83,6.92,2,0,0,-2.83,0.0,43,4.61,Internal Corporate Survey,Online Survey
46913,COMP-02933,2023,Q1,USA,North America,Retail,Enterprise,17950,5483.56,2009,14,6-15 years,11.64,pilot,5,Other,2,Marketing Automation,7,16.77,7.78,0.29,30.92,23762.1,79,Low,Yes,57,45.36,5.76,0.0,0.68,6.28,0,40,348,-4.71,5.34,59,5.25,WEF Survey,Phone Interview
44254,COMP-02766,2026,Q2,UK,Europe,Logistics,Startup,83,11.58,2008,18,16-30 years,49.87,partial,10,GitHub Copilot,2,Customer Support,8,27.05,8.5,0.359,24.13,11865.73,58,Medium,Yes,72,28.28,5.07,33.28,9.09,15.55,4,6,4,3.13,3.59,60,7.17,LinkedIn Poll,Online Survey
66551,COMP-04160,2024,Q3,UK,Europe,Technology,Enterprise,6290,4207.75,2022,2,0-5 years,55.98,partial,1,Custom Internal AI,3,HR Automation,8,40.23,15.87,0.513,23.5,106180.98,71,Medium,Yes,75,68.96,5.54,31.76,8.58,15.77,461,456,554,2.39,2.23,60,5.61,WEF Survey,Online Survey
122924,COMP-07683,2025,Q4,New Zealand,Oceania,Technology,SME,232,235.29,1996,29,16-30 years,58.43,partial,4,ChatGPT,3,Marketing Automation,11,47.03,11.93,0.538,17.34,120997.93,66,High,Yes,72,87.24,6.33,18.14,4.44,15.56,3,15,29,11.76,1.25,59,6.36,LinkedIn Poll,API Scrape
141385,COMP-08837,2025,Q1,Sweden,Europe,Finance,SME,541,285.92,1994,31,30+ years,19.02,pilot,7,Custom Internal AI,2,Customer Support,2,24.55,7.48,0.235,33.4,39552.57,72,Medium,No,60,34.86,5.63,9.28,4.83,8.35,17,8,27,0.08,4.34,64,4.07,McKinsey Report,API Scrape
61610,COMP-03851,2025,Q2,China,Asia,Education,Startup,81,37.38,2022,3,0-5 years,40.7,partial,2,Claude,2,Software Development,8,18.83,9.95,0.344,26.47,45916.67,72,High,Yes,73,49.47,4.73,15.21,3.92,18.15,3,4,3,1.25,4.13,54,6.2,McKinsey Report,Research Compilation
157197,COMP-09825,2026,Q1,Nigeria,Africa,Logistics,SME,998,307.09,2020,6,6-15 years,46.85,partial,3,ChatGPT,2,Supply Chain Optimization,9,61.69,12.27,0.571,7.71,37751.56,63,Medium,No,65,41.85,5.98,24.98,9.52,15.96,55,73,148,1.46,10.04,60,6.12,LinkedIn Poll,Phone Interview
108937,COMP-06809,2025,Q1,Chile,South America,Consulting,Startup,77,7.79,1990,35,30+ years,47.81,partial,9,ChatGPT,3,Marketing Automation,5,35.54,13.26,0.408,19.02,13417.57,78,Medium,Yes,76,42.37,5.43,40.45,13.08,16.66,7,5,7,10.43,2.97,54,6.99,LinkedIn Poll,Research Compilation
79722,COMP-04983,2025,Q2,Germany,Europe,Education,Enterprise,11767,5871.77,2017,8,6-15 years,17.17,pilot,4,Claude,2,HR Automation,3,3.59,8.39,0.177,32.73,41847.87,71,High,No,46,48.45,4.6,9.83,3.25,5.82,166,362,609,-3.72,5.39,44,4.93,WEF Survey,Online Survey
135254,COMP-08454,2024,Q2,Colombia,South America,Finance,Startup,81,29.42,1994,30,16-30 years,17.38,pilot,8,ChatGPT,3,Fraud Detection,3,0.0,5.03,0.117,32.13,18267.81,65,Medium,No,49,34.93,5.35,6.62,1.35,3.78,1,0,0,4.02,2.89,43,4.53,McKinsey Report,Online Survey
36575,COMP-02286,2026,Q3,Vietnam,Asia,Healthcare,SME,416,254.42,2005,21,16-30 years,0.0,none,0,Claude,1,Medical Diagnostics,4,8.73,1.07,0.117,36.72,6513.76,57,Medium,No,61,27.25,5.32,1.11,4.13,3.48,0,0,25,2.74,0.01,48,5.83,Internal Corporate Survey,API Scrape
150566,COMP-09411,2024,Q2,China,Asia,Technology,Enterprise,1289,964.07,2022,2,0-5 years,56.47,partial,1,Custom Internal AI,4,Marketing Automation,13,42.99,14.09,0.584,9.42,105396.19,88,Medium,No,68,63.18,6.46,31.44,11.77,11.37,101,81,139,12.84,6.0,58,6.21,WEF Survey,API Scrape
71905,COMP-04495,2023,Q1,Nigeria,Africa,Agriculture,Enterprise,3986,3167.14,2022,1,0-5 years,47.71,partial,1,ChatGPT,2,Supply Chain Optimization,9,33.42,9.69,0.418,21.94,76959.96,65,High,Yes,56,38.37,5.27,18.46,7.19,8.01,140,246,342,5.22,5.75,55,6.14,Internal Corporate Survey,Phone Interview
84318,COMP-05270,2026,Q2,Argentina,South America,Retail,Enterprise,14223,3850.13,2020,6,6-15 years,39.46,partial,4,GitHub Copilot,2,Fraud Detection,2,51.86,10.95,0.395,26.47,29646.01,63,Low,Yes,50,42.36,6.85,19.37,3.63,6.6,513,542,1861,5.22,5.96,56,6.07,McKinsey Report,Online Survey
101403,COMP-06338,2025,Q3,South Korea,Asia,Logistics,Startup,46,11.2,2021,4,0-5 years,45.96,partial,2,Gemini,3,Predictive Maintenance,4,33.97,11.05,0.356,28.23,26901.27,72,High,No,47,38.22,5.76,9.84,2.53,7.06,1,3,3,4.76,4.58,63,5.17,LinkedIn Poll,Research Compilation
63288,COMP-03956,2024,Q4,New Zealand,Oceania,Logistics,Startup,69,40.43,2018,6,6-15 years,49.03,partial,5,ChatGPT,4,Supply Chain Optimization,11,33.94,13.05,0.499,17.05,76481.23,74,High,No,61,32.06,5.32,19.79,9.78,15.91,1,4,6,5.97,0.8,56,6.24,McKinsey Report,Phone Interview
20647,COMP-01291,2024,Q3,New Zealand,Oceania,Agriculture,SME,955,312.49,2015,9,6-15 years,33.63,pilot,8,Gemini,2,Predictive Maintenance,6,33.49,7.09,0.334,31.77,23190.44,78,Medium,Yes,59,13.06,5.12,27.96,9.54,4.46,76,43,111,8.43,7.07,48,3.72,WEF Survey,Phone Interview
131678,COMP-08230,2026,Q2,Canada,North America,Agriculture,SME,248,176.47,1996,30,16-30 years,21.07,pilot,7,ChatGPT,1,Predictive Maintenance,5,8.57,7.88,0.224,34.02,56082.67,63,Medium,No,64,38.79,6.03,14.13,7.15,5.81,9,9,4,-2.6,7.83,55,5.82,McKinsey Report,Phone Interview
13759,COMP-00860,2026,Q3,Japan,Asia,Agriculture,SME,195,120.19,1999,27,16-30 years,17.03,pilot,5,Gemini,2,Customer Support,6,20.01,3.44,0.229,22.23,21184.14,92,High,Yes,79,33.7,6.48,17.27,6.39,6.04,12,7,12,2.05,5.0,50,5.13,LinkedIn Poll,API Scrape
115384,COMP-07212,2024,Q4,Spain,Europe,Finance,SME,330,203.92,2022,2,0-5 years,49.71,partial,1,ChatGPT,3,Marketing Automation,9,50.2,17.61,0.594,23.9,108837.67,70,Medium,Yes,72,57.85,5.76,34.05,8.44,17.64,25,15,18,11.1,9.37,67,6.23,LinkedIn Poll,Research Compilation
150741,COMP-09422,2024,Q1,USA,North America,Finance,SME,515,300.25,1998,26,16-30 years,62.34,partial,7,Other,3,Customer Support,7,50.06,11.7,0.481,20.84,68206.73,81,Medium,Yes,57,80.25,6.41,30.59,8.53,14.86,43,38,62,7.17,0.0,58,4.94,WEF Survey,Online Survey
128672,COMP-08042,2026,Q4,Poland,Europe,Finance,Startup,47,43.53,2001,25,16-30 years,38.08,partial,9,Claude,1,Marketing Automation,7,35.18,9.17,0.385,20.93,84912.53,68,High,No,58,43.01,6.68,15.66,7.55,10.98,2,2,3,-2.56,5.39,51,6.61,WEF Survey,API Scrape
89503,COMP-05594,2026,Q3,South Korea,Asia,Consulting,SME,360,263.31,2019,7,6-15 years,19.44,pilot,3,ChatGPT,2,Marketing Automation,6,0.0,8.39,0.212,36.62,61387.08,76,High,No,52,52.62,5.25,14.04,1.67,1.26,9,10,0,5.57,6.21,40,5.18,McKinsey Report,Online Survey
17731,COMP-01109,2023,Q3,Canada,North America,Consulting,SME,627,183.09,1998,25,16-30 years,10.83,pilot,3,ChatGPT,1,HR Automation,10,11.5,3.07,0.256,26.5,8963.89,71,High,Yes,55,52.68,4.93,5.83,5.09,10.26,1,12,32,4.82,3.43,51,3.79,McKinsey Report,Online Survey
50363,COMP-03148,2025,Q3,Kenya,Africa,Manufacturing,SME,291,212.05,2006,19,16-30 years,43.46,partial,4,Gemini,1,HR Automation,12,34.0,8.86,0.46,21.8,64558.31,58,High,No,55,33.22,6.02,24.06,6.95,6.95,17,16,19,1.44,7.68,60,5.94,LinkedIn Poll,API Scrape
1060,COMP-00067,2023,Q4,Sweden,Europe,Finance,SME,747,218.42,1990,33,30+ years,33.11,pilot,6,ChatGPT,1,Marketing Automation,5,29.85,9.5,0.334,28.54,27782.76,70,High,No,64,43.16,5.79,9.64,4.9,10.39,18,35,53,4.24,0.83,58,4.75,LinkedIn Poll,Research Compilation
145109,COMP-09070,2024,Q1,Thailand,Asia,Healthcare,Startup,70,33.51,2017,7,6-15 years,37.66,partial,3,GitHub Copilot,3,Customer Support,9,28.51,7.42,0.368,29.3,35525.59,63,High,Yes,56,34.94,5.04,11.1,5.04,9.22,3,3,3,12.16,6.25,42,4.24,Internal Corporate Survey,Online Survey
138871,COMP-08680,2024,Q3,Singapore,Asia,Technology,SME,738,86.89,2008,16,16-30 years,47.28,partial,7,Custom Internal AI,1,Customer Support,8,30.55,13.22,0.437,22.33,15565.91,85,Medium,No,67,46.54,5.57,19.45,4.57,17.98,35,35,75,13.59,0.0,52,6.02,WEF Survey,API Scrape
157828,COMP-09865,2023,Q4,USA,North America,Retail,SME,339,248.39,1999,24,16-30 years,36.27,partial,3,Claude,3,Fraud Detection,8,31.76,7.24,0.362,27.54,53082.04,67,High,No,66,33.56,5.34,26.65,8.38,13.59,13,17,36,8.9,8.49,56,5.35,McKinsey Report,Online Survey
34081,COMP-02131,2023,Q1,India,Asia,Agriculture,SME,556,460.34,2004,19,16-30 years,9.29,none,0,Other,1,Customer Support,5,13.75,5.41,0.213,30.22,44780.74,75,High,Yes,58,21.27,4.62,13.22,2.68,5.17,10,5,20,-0.42,1.54,42,4.97,LinkedIn Poll,Research Compilation
4497,COMP-00282,2023,Q1,Thailand,Asia,Retail,Startup,47,28.81,2004,19,16-30 years,8.35,none,0,ChatGPT,1,Fraud Detection,1,11.66,3.54,0.112,25.91,21678.11,81,High,No,53,27.76,4.73,0.0,0.0,2.72,0,1,1,-5.0,2.31,40,5.5,Internal Corporate Survey,Research Compilation
121393,COMP-07588,2023,Q1,Canada,North America,Manufacturing,SME,141,274.1,1995,28,16-30 years,55.9,partial,3,Gemini,3,Predictive Maintenance,13,17.54,11.93,0.449,22.57,231932.4,70,Low,Yes,65,45.7,5.07,31.96,9.47,9.77,11,10,2,7.18,8.69,44,5.26,WEF Survey,Online Survey
87048,COMP-05441,2024,Q4,France,Europe,Retail,Enterprise,12737,1922.8,2009,15,6-15 years,28.03,pilot,4,GitHub Copilot,1,Customer Support,9,25.4,11.04,0.403,35.85,16665.62,73,Medium,Yes,68,26.86,5.69,14.21,7.41,6.47,513,614,811,5.55,3.74,60,3.66,McKinsey Report,Research Compilation
2968,COMP-00186,2024,Q4,South Korea,Asia,Finance,Startup,29,31.58,2019,5,0-5 years,30.16,pilot,4,ChatGPT,2,Fraud Detection,3,26.67,6.49,0.248,20.06,70641.38,88,High,Yes,64,46.75,5.9,23.42,3.67,5.81,2,1,1,-3.17,4.75,49,7.06,Internal Corporate Survey,Online Survey
115077,COMP-07193,2024,Q1,Spain,Europe,Manufacturing,Startup,81,26.63,2017,7,6-15 years,30.18,pilot,5,Other,2,Supply Chain Optimization,6,29.37,5.42,0.295,29.64,17815.97,63,Low,No,47,16.81,4.56,16.7,4.75,4.15,3,3,7,-4.43,11.92,45,3.28,LinkedIn Poll,Phone Interview
69840,COMP-04365,2026,Q4,Chile,South America,Technology,Enterprise,9242,3469.46,1991,35,30+ years,53.8,partial,10,Other,2,Customer Support,8,51.3,15.19,0.55,19.02,57015.55,71,High,Yes,72,66.53,6.32,21.11,7.27,16.8,376,604,1103,3.75,0.86,65,6.24,Internal Corporate Survey,API Scrape
50655,COMP-03166,2026,Q3,Canada,North America,Education,SME,518,183.17,1995,31,30+ years,70.59,full,6,Other,3,Software Development,9,45.06,14.81,0.535,23.89,52376.77,67,Medium,No,60,71.24,5.28,26.16,7.02,14.77,23,40,62,0.97,4.93,65,6.63,LinkedIn Poll,Research Compilation
47019,COMP-02939,2025,Q3,Egypt,Africa,Finance,Startup,59,29.02,2003,22,16-30 years,50.05,partial,3,Gemini,3,HR Automation,8,27.66,9.57,0.376,32.72,47067.99,67,High,Yes,57,51.15,5.28,27.83,7.62,13.63,3,2,4,11.28,5.19,56,6.24,McKinsey Report,Research Compilation
81887,COMP-05118,2026,Q3,South Korea,Asia,Retail,Startup,71,15.73,2019,7,6-15 years,16.53,pilot,7,Custom Internal AI,1,Supply Chain Optimization,0,1.69,5.29,0.078,40.0,11728.27,76,Medium,No,51,22.5,3.38,10.92,2.26,0.0,2,2,2,3.67,0.78,40,4.81,Internal Corporate Survey,Phone Interview
94540,COMP-05909,2025,Q4,Poland,Europe,Finance,SME,461,234.74,2017,8,6-15 years,36.69,partial,8,ChatGPT,3,Customer Support,6,19.35,4.93,0.246,26.48,25085.97,87,High,No,65,59.04,3.72,17.48,9.59,9.69,13,20,14,15.95,9.23,62,4.25,WEF Survey,Research Compilation
78034,COMP-04878,2023,Q2,Malaysia,Asia,Retail,Startup,77,17.51,1993,30,16-30 years,25.63,pilot,4,Custom Internal AI,3,Fraud Detection,0,28.3,6.34,0.202,27.09,14414.3,59,High,No,50,6.63,4.68,15.34,4.28,2.8,3,2,3,-5.0,2.3,52,5.69,LinkedIn Poll,Research Compilation
69730,COMP-04359,2023,Q2,Nigeria,Africa,Agriculture,Startup,31,28.98,2009,14,6-15 years,21.11,pilot,4,ChatGPT,2,Predictive Maintenance,3,21.43,8.3,0.25,27.59,77573.65,48,High,No,59,44.5,5.21,17.97,6.15,10.37,1,1,2,13.03,1.65,60,4.54,Internal Corporate Survey,Research Compilation
54699,COMP-03419,2025,Q3,Colombia,South America,Agriculture,SME,522,272.25,2002,23,16-30 years,62.89,partial,6,ChatGPT,4,Predictive Maintenance,8,42.48,14.24,0.5,19.59,74247.05,67,Medium,Yes,69,45.87,6.26,26.22,5.65,12.43,28,37,47,-3.2,8.48,62,5.56,LinkedIn Poll,API Scrape
108057,COMP-06754,2025,Q1,Kenya,Africa,Education,Enterprise,12238,9025.42,2019,6,6-15 years,50.55,partial,2,Claude,3,Marketing Automation,13,33.54,15.0,0.556,20.15,110639.9,64,Medium,Yes,71,38.13,5.71,20.55,7.21,16.47,373,832,914,7.12,4.79,59,5.54,WEF Survey,Online Survey
58372,COMP-03649,2023,Q4,USA,North America,Logistics,SME,952,59.92,2008,15,6-15 years,24.1,pilot,7,Claude,2,Supply Chain Optimization,3,31.21,6.54,0.267,29.86,4115.93,81,Medium,No,47,39.39,5.23,18.93,1.15,4.64,41,21,60,4.46,3.55,48,6.23,WEF Survey,Phone Interview
90569,COMP-05661,2025,Q1,Canada,North America,Technology,SME,400,213.65,2002,23,16-30 years,11.2,pilot,9,Claude,1,Software Development,6,7.87,6.15,0.215,25.61,32831.94,71,Medium,No,49,69.75,6.72,12.88,4.26,4.33,17,9,3,3.77,8.77,41,4.37,WEF Survey,Phone Interview
65284,COMP-04081,2023,Q4,France,Europe,Logistics,SME,885,313.01,2017,6,6-15 years,1.74,none,0,ChatGPT,1,Fraud Detection,2,15.04,3.17,0.138,30.09,11204.08,70,Medium,No,62,11.74,6.65,15.64,6.46,10.85,26,0,28,9.96,4.93,45,5.01,LinkedIn Poll,Research Compilation
93513,COMP-05845,2025,Q1,Netherlands,Europe,Logistics,Startup,22,17.9,1994,31,30+ years,33.81,pilot,4,ChatGPT,2,Fraud Detection,6,26.56,7.24,0.307,29.29,58932.28,69,Medium,No,54,18.51,4.81,22.92,6.18,7.0,1,1,2,-1.82,3.97,64,5.6,Internal Corporate Survey,Research Compilation
28774,COMP-01799,2024,Q2,Brazil,South America,Manufacturing,Startup,93,36.76,2015,9,6-15 years,31.77,pilot,5,ChatGPT,2,Supply Chain Optimization,4,19.19,3.54,0.194,20.68,13977.17,77,Medium,Yes,46,41.18,6.37,30.2,6.74,3.0,7,4,4,7.56,1.82,60,5.54,McKinsey Report,Phone Interview
59058,COMP-03692,2023,Q2,Italy,Europe,Education,Startup,94,49.14,2003,20,16-30 years,61.44,partial,5,ChatGPT,2,Software Development,15,24.83,11.26,0.504,32.74,58840.91,48,High,No,55,63.58,5.51,40.68,9.97,14.97,9,7,8,2.94,6.36,64,7.0,Internal Corporate Survey,API Scrape
72548,COMP-04535,2023,Q4,Nigeria,Africa,Finance,SME,816,295.58,2018,5,0-5 years,38.62,partial,5,ChatGPT,4,Fraud Detection,8,22.51,3.24,0.27,28.3,11746.33,73,High,No,57,47.99,6.01,31.87,10.53,7.93,63,32,56,16.73,10.46,44,5.88,McKinsey Report,Phone Interview
31322,COMP-01958,2025,Q2,Netherlands,Europe,Technology,SME,677,464.64,2001,24,16-30 years,22.93,pilot,5,ChatGPT,1,Customer Support,8,16.42,11.55,0.356,28.16,79294.31,70,Low,No,59,66.05,5.59,7.03,3.86,4.38,12,18,47,9.78,3.58,51,4.0,Internal Corporate Survey,Online Survey
52439,COMP-03278,2024,Q3,Argentina,South America,Finance,Enterprise,7094,1892.99,1998,26,16-30 years,35.02,partial,4,Claude,2,Customer Support,7,8.14,7.05,0.245,32.28,18802.63,69,Medium,No,46,44.28,4.54,18.59,4.39,5.01,168,313,127,-2.12,3.47,65,5.49,LinkedIn Poll,Phone Interview
108053,COMP-06754,2024,Q1,Kenya,Africa,Education,Enterprise,12238,9025.42,2019,5,0-5 years,34.95,pilot,2,Gemini,3,HR Automation,10,30.38,11.75,0.45,26.55,86639.92,57,High,No,66,47.3,5.87,17.47,5.43,16.18,437,453,1276,6.21,2.51,66,6.04,WEF Survey,Research Compilation
82326,COMP-05146,2024,Q2,Sweden,Europe,Healthcare,SME,995,347.66,2002,22,16-30 years,0.0,none,0,GitHub Copilot,1,Medical Diagnostics,4,10.57,0.0,0.111,30.59,0.0,69,High,No,45,29.96,5.16,0.0,0.0,6.7,4,0,28,5.09,2.97,55,3.45,McKinsey Report,API Scrape
9949,COMP-00622,2026,Q1,Brazil,South America,Technology,Enterprise,8818,8353.79,2008,18,16-30 years,53.33,partial,9,GitHub Copilot,2,Software Development,13,34.61,20.03,0.628,19.4,189732.43,67,Medium,Yes,73,68.34,6.61,22.01,5.73,20.68,478,681,917,11.47,8.07,57,5.34,WEF Survey,Research Compilation
118546,COMP-07410,2023,Q2,Kenya,Africa,Retail,Startup,96,45.06,2005,18,16-30 years,18.14,pilot,7,Claude,2,Marketing Automation,7,10.8,5.13,0.23,37.43,24090.85,56,Medium,Yes,72,21.65,6.39,16.99,8.76,7.5,5,3,1,-5.0,9.57,46,4.96,Internal Corporate Survey,API Scrape
158559,COMP-09910,2026,Q3,Italy,Europe,Finance,Startup,14,4.98,2001,25,16-30 years,19.81,pilot,5,GitHub Copilot,1,Marketing Automation,6,8.0,6.62,0.222,37.9,23532.54,67,High,No,57,49.53,5.05,12.7,5.09,5.19,0,0,0,-2.76,3.94,55,4.36,WEF Survey,Online Survey
77758,COMP-04860,2026,Q2,Kenya,Africa,Education,Startup,52,26.32,2001,25,16-30 years,23.99,pilot,9,ChatGPT,2,HR Automation,3,23.1,7.93,0.252,30.73,40132.35,70,Medium,No,45,46.03,4.26,0.0,0.0,5.13,0,2,5,2.9,0.0,55,5.22,WEF Survey,API Scrape
134227,COMP-08390,2023,Q3,Indonesia,Asia,Healthcare,Startup,76,24.6,2007,16,16-30 years,10.09,pilot,4,Gemini,2,HR Automation,1,0.0,0.0,0.017,40.0,0.0,64,High,No,51,22.73,4.83,6.23,4.39,2.83,1,1,0,2.97,0.0,40,5.94,McKinsey Report,Research Compilation
118902,COMP-07432,2024,Q2,South Korea,Asia,Education,SME,270,365.61,2005,19,16-30 years,35.07,partial,5,ChatGPT,2,Software Development,4,26.51,4.94,0.243,35.8,66941.87,78,High,No,45,67.04,4.8,20.74,7.17,3.82,12,6,28,-5.0,4.46,53,3.41,Internal Corporate Survey,Online Survey
89127,COMP-05571,2024,Q3,Italy,Europe,Agriculture,SME,128,326.96,1994,30,16-30 years,29.73,pilot,2,Custom Internal AI,2,HR Automation,2,30.43,11.14,0.309,28.0,284646.86,78,Low,No,54,29.42,3.49,16.25,5.01,7.92,5,3,15,6.36,5.74,50,5.31,WEF Survey,API Scrape
150242,COMP-09391,2023,Q2,Netherlands,Europe,Consulting,Startup,76,20.2,2017,6,6-15 years,32.17,pilot,5,Custom Internal AI,3,Software Development,4,23.78,11.68,0.322,20.94,31052.76,73,Medium,Yes,71,48.73,5.94,7.89,1.11,9.86,2,3,5,2.3,2.17,53,4.74,Internal Corporate Survey,Online Survey
32159,COMP-02010,2026,Q3,India,Asia,Logistics,Startup,33,7.32,1993,33,30+ years,34.45,pilot,4,ChatGPT,2,Supply Chain Optimization,6,20.16,8.77,0.301,30.8,19449.62,65,Medium,No,68,42.34,4.59,29.24,4.97,13.61,2,1,2,7.69,2.05,69,6.24,McKinsey Report,Research Compilation
21987,COMP-01375,2023,Q3,Kenya,Africa,Education,SME,227,250.18,1994,29,16-30 years,35.16,partial,4,ChatGPT,3,HR Automation,6,29.56,9.03,0.344,26.35,99526.51,54,High,No,60,35.96,6.2,12.44,5.02,9.94,8,10,10,4.41,1.14,52,5.06,LinkedIn Poll,Online Survey
74957,COMP-04685,2026,Q1,France,Europe,Healthcare,SME,535,218.73,1998,28,16-30 years,48.77,partial,7,Gemini,2,Predictive Maintenance,4,29.89,9.61,0.319,18.07,39309.13,84,High,Yes,55,44.98,5.04,31.04,7.52,10.17,37,34,34,11.92,7.16,67,5.76,LinkedIn Poll,API Scrape
115923,COMP-07246,2023,Q3,UK,Europe,Healthcare,SME,977,88.98,1997,26,16-30 years,27.58,pilot,6,Claude,3,Medical Diagnostics,3,18.57,8.48,0.24,24.85,7724.13,75,High,Yes,51,38.78,5.84,8.2,3.61,11.33,21,31,88,-0.55,3.05,44,6.41,LinkedIn Poll,Phone Interview
123052,COMP-07691,2025,Q4,Sweden,Europe,Consulting,SME,790,209.56,2008,17,16-30 years,42.76,partial,7,GitHub Copilot,2,Marketing Automation,6,36.8,8.57,0.368,13.77,22720.17,72,High,Yes,56,49.33,5.58,29.58,7.26,10.67,54,43,88,4.9,9.12,60,5.88,LinkedIn Poll,Online Survey
86798,COMP-05425,2026,Q2,China,Asia,Technology,Startup,51,44.49,2007,19,16-30 years,55.93,partial,4,ChatGPT,3,Customer Support,5,37.93,11.49,0.395,13.24,100218.03,79,Medium,Yes,61,63.2,6.64,20.63,6.38,16.47,3,3,5,-1.33,2.61,64,6.33,McKinsey Report,Online Survey
8828,COMP-00552,2025,Q4,Thailand,Asia,Finance,Enterprise,2774,4480.0,2009,16,16-30 years,43.65,partial,7,ChatGPT,3,HR Automation,16,48.37,11.66,0.624,9.15,188314.85,64,Medium,No,49,57.09,5.62,34.19,10.05,18.21,192,179,231,15.22,9.25,50,6.9,LinkedIn Poll,Phone Interview
96592,COMP-06037,2026,Q4,South Africa,Africa,Retail,Enterprise,7593,5927.1,2015,11,6-15 years,20.39,pilot,6,ChatGPT,1,Supply Chain Optimization,0,22.17,9.96,0.225,35.12,77755.26,69,Low,Yes,56,34.16,4.83,13.15,4.61,0.0,237,139,315,8.65,4.21,51,6.02,LinkedIn Poll,Online Survey
33425,COMP-02090,2023,Q1,Indonesia,Asia,Retail,Startup,94,48.5,2017,6,6-15 years,30.45,pilot,3,ChatGPT,1,Fraud Detection,6,4.6,7.51,0.219,32.9,38732.37,51,Low,No,56,45.19,5.11,29.53,10.38,6.06,5,4,0,-5.0,8.94,40,6.19,McKinsey Report,Online Survey
102110,COMP-06382,2026,Q2,New Zealand,Oceania,Manufacturing,SME,447,265.59,2012,14,6-15 years,41.17,partial,4,Other,3,Customer Support,7,36.93,11.79,0.428,25.52,70056.39,62,Medium,No,59,39.22,4.22,26.95,6.41,12.93,26,27,30,-0.33,12.17,60,4.37,McKinsey Report,Research Compilation
11792,COMP-00737,2026,Q4,France,Europe,Retail,Startup,35,30.58,2016,10,6-15 years,30.56,pilot,9,Gemini,1,Customer Support,11,28.7,4.27,0.36,24.18,37270.62,62,Low,Yes,66,35.46,5.32,20.13,4.2,12.87,1,1,2,7.85,12.17,52,5.59,Internal Corporate Survey,Research Compilation
144433,COMP-09028,2023,Q1,Italy,Europe,Logistics,Enterprise,12218,2441.08,2007,16,16-30 years,45.15,partial,6,Claude,3,Supply Chain Optimization,8,32.86,7.49,0.37,23.43,14955.77,57,Medium,No,58,39.54,5.27,35.3,9.85,14.59,1167,666,1225,9.66,11.83,60,6.55,LinkedIn Poll,API Scrape
